ds,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume
02/03/16 11:00,None,268.88,0,0,1,Clear,sky is clear,4601
02/03/16 13:00,None,271.01,0,0,40,Clouds,scattered clouds,5072
02/03/16 15:00,None,272.15,0,0,90,Clouds,overcast clouds,5918
02/03/16 17:00,None,272.65,0,0,75,Clouds,broken clouds,6599
02/03/16 19:00,None,271.65,0,0,90,Clouds,overcast clouds,3487
02/03/16 21:00,None,270.93,0,0,90,Clouds,overcast clouds,2581
02/03/16 23:00,None,270.58,0,0,90,Clouds,overcast clouds,1369
03/03/16 01:00,None,270.42,0,0,90,Clouds,overcast clouds,364
03/03/16 03:00,None,270.28,0,0,90,Clouds,overcast clouds,306
03/03/16 05:00,None,270.15,0,0,90,Snow,light snow,2775
03/03/16 07:00,None,270.08,0,0,90,Clouds,overcast clouds,6836
03/03/16 09:00,None,270.72,0,0,90,Snow,light snow,5364
03/03/16 11:00,None,271.72,0,0,90,Snow,light snow,4936
03/03/16 13:00,None,273.15,0,0,90,Clouds,overcast clouds,5124
03/03/16 15:00,None,273.68,0,0,90,Clouds,overcast clouds,5932
03/03/16 17:00,None,273.55,0,0,90,Clouds,overcast clouds,6551
03/03/16 20:00,None,273.01,0,0,90,Clouds,overcast clouds,3283
03/03/16 23:00,None,272.58,0,0,90,Clouds,overcast clouds,2256
04/03/16 01:00,None,272.01,0,0,90,Clouds,overcast clouds,439
04/03/16 03:00,None,271.94,0,0,90,Clouds,overcast clouds,367
04/03/16 05:00,None,271.48,0,0,90,Clouds,overcast clouds,2546
04/03/16 07:00,None,271.58,0,0,1,Clear,sky is clear,6677
04/03/16 09:00,None,272.65,0,0,75,Clouds,broken clouds,5472
04/03/16 11:00,None,273.88,0,0,90,Snow,light snow,5663
04/03/16 13:00,None,272.65,0,0,90,Snow,light snow,5361
04/03/16 13:00,None,272.65,0,0,90,Mist,mist,5361
04/03/16 13:00,None,272.65,0,0,90,Fog,fog,5361
04/03/16 15:00,None,272.95,0,0,90,Snow,light snow,5960
04/03/16 15:00,None,272.95,0,0,90,Mist,mist,5960
04/03/16 15:00,None,272.95,0,0,90,Haze,haze,5960
04/03/16 17:00,None,273.79,0,0,90,Mist,mist,5979
04/03/16 19:00,None,273.96,0.3,0,90,Rain,light rain,3606
04/03/16 19:00,None,273.96,0.3,0,90,Drizzle,light intensity drizzle,3606
04/03/16 19:00,None,273.96,0.3,0,90,Mist,mist,3606
04/03/16 21:00,None,274.95,0,0,75,Mist,mist,3036
04/03/16 21:00,None,274.95,0,0,75,Rain,light rain,3036
04/03/16 23:00,None,275.36,0,0,90,Mist,mist,2540
05/03/16 01:00,None,274.48,0,0,90,Snow,light snow,710
05/03/16 01:00,None,274.48,0,0,90,Rain,light rain,710
05/03/16 03:00,None,273.48,0,0,90,Mist,mist,400
05/03/16 05:00,None,273.02,0,0,90,Clouds,overcast clouds,671
05/03/16 07:00,None,272.72,0,0,90,Clouds,overcast clouds,2138
05/03/16 09:00,None,272.95,0,0,90,Clouds,overcast clouds,3981
05/03/16 11:00,None,273.35,0,0,90,Clouds,overcast clouds,5265
05/03/16 13:00,None,273.72,0,0,90,Clouds,overcast clouds,4994
05/03/16 15:00,None,275.88,0,0,40,Clouds,scattered clouds,4912
05/03/16 17:00,None,276.61,0,0,1,Clear,sky is clear,4769
05/03/16 19:00,None,274.15,0,0,1,Clear,sky is clear,3997
05/03/16 21:00,None,273.08,0,0,5,Clear,sky is clear,3896
05/03/16 23:00,None,272.21,0,0,1,Clear,sky is clear,2296
06/03/16 00:00,None,271.93,0,0,1,Clear,sky is clear,1250
06/03/16 01:00,None,272.22,0,0,1,Clear,sky is clear,984
06/03/16 03:00,None,272.35,0,0,1,Clear,sky is clear,349
06/03/16 04:00,None,273.08,0,0,1,Clear,sky is clear,302
06/03/16 05:00,None,273.35,0,0,1,Clear,sky is clear,427
06/03/16 06:00,None,274,0,0,1,Clear,sky is clear,796
06/03/16 08:00,None,276.61,0,0,40,Clouds,scattered clouds,1987
06/03/16 11:00,None,281.15,0,0,1,Clear,sky is clear,3902
06/03/16 12:00,None,284.48,0,0,1,Clear,sky is clear,4443
06/03/16 14:00,None,285.75,0,0,1,Clear,sky is clear,4465
06/03/16 16:00,None,286.29,0,0,1,Clear,sky is clear,4199
06/03/16 18:00,None,285.08,0,0,40,Clouds,scattered clouds,3641
06/03/16 20:00,None,281.15,0,0,40,Clouds,scattered clouds,2457
06/03/16 21:00,None,279.42,0,0,1,Clear,sky is clear,2904
06/03/16 23:00,None,279.31,0,0,1,Mist,mist,1028
07/03/16 00:00,None,278.88,0,0,1,Fog,fog,668
07/03/16 00:00,None,278.88,0,0,1,Mist,mist,668
07/03/16 02:00,None,278.66,0,0,1,Mist,mist,351
07/03/16 05:00,None,278.73,0,0,40,Mist,mist,2783
07/03/16 06:00,None,278.09,0,0,40,Fog,fog,5870
07/03/16 06:00,None,278.09,0,0,40,Mist,mist,5870
07/03/16 07:00,None,278.28,0,0,1,Fog,fog,6860
07/03/16 07:00,None,278.28,0,0,1,Mist,mist,6860
07/03/16 09:00,None,281.8,0,0,1,Clear,sky is clear,4675
07/03/16 11:00,None,287.29,0,0,40,Clouds,scattered clouds,4557
07/03/16 12:00,None,290.15,0,0,40,Clouds,scattered clouds,4859
07/03/16 15:00,None,290.08,0,0,90,Clouds,overcast clouds,5579
07/03/16 17:00,None,289.29,0,0,90,Clouds,overcast clouds,6053
07/03/16 19:00,None,287.87,0,0,90,Clouds,overcast clouds,2973
07/03/16 21:00,None,286.79,0,0,90,Clouds,overcast clouds,2030
07/03/16 23:00,None,286.51,0,0,1,Clear,sky is clear,917
08/03/16 00:00,None,286.15,0,0,1,Clear,sky is clear,529
08/03/16 02:00,None,285.36,0,0,1,Clear,sky is clear,248
08/03/16 04:00,None,285.15,0,0,75,Clouds,broken clouds,903
08/03/16 06:00,None,285.94,0,0,75,Mist,mist,5774
08/03/16 08:00,None,286.68,0,0,90,Clouds,overcast clouds,6003
08/03/16 10:00,None,289.29,0,0,75,Clouds,broken clouds,4406
08/03/16 12:00,None,291.5,0,0,90,Clouds,overcast clouds,4780
08/03/16 14:00,None,293.22,0,0,1,Clear,sky is clear,5349
08/03/16 16:00,None,292.46,0,0,40,Clouds,scattered clouds,6953
08/03/16 18:00,None,285.16,0,0,90,Clouds,overcast clouds,4778
08/03/16 20:00,None,281.61,0,0,90,Clouds,overcast clouds,2713
08/03/16 22:00,None,279.37,0,0,90,Clouds,overcast clouds,1566
09/03/16 00:00,None,277.75,0,0,90,Mist,mist,559
09/03/16 02:00,None,276.65,0,0,90,Mist,mist,279
09/03/16 04:00,None,275.93,0,0,90,Mist,mist,881
09/03/16 06:00,None,275.35,0,0,90,Mist,mist,5735
09/03/16 08:00,None,275.43,0,0,90,Drizzle,light intensity drizzle,6115
09/03/16 08:00,None,275.43,0,0,90,Mist,mist,6115
09/03/16 08:00,None,275.43,0,0,90,Fog,fog,6115
09/03/16 10:00,None,276.01,0,0,90,Drizzle,light intensity drizzle,4598
09/03/16 10:00,None,276.01,0,0,90,Mist,mist,4598
09/03/16 10:00,None,276.01,0,0,90,Rain,light rain,4598
09/03/16 12:00,None,276.79,0,0,90,Mist,mist,5099
09/03/16 14:00,None,277.79,0,0,90,Mist,mist,5347
09/03/16 16:00,None,278.01,0,0,90,Mist,mist,6843
09/03/16 18:00,None,276.94,0,0,90,Rain,light rain,4639
09/03/16 18:00,None,276.94,0,0,90,Drizzle,light intensity drizzle,4639
09/03/16 18:00,None,276.94,0,0,90,Mist,mist,4639
09/03/16 20:00,None,276.44,0,0,90,Drizzle,light intensity drizzle,2653
09/03/16 20:00,None,276.44,0,0,90,Mist,mist,2653
09/03/16 22:00,None,276,0,0,90,Rain,light rain,1671
09/03/16 22:00,None,276,0,0,90,Mist,mist,1671
10/03/16 00:00,None,275.72,0,0,90,Clouds,overcast clouds,585
10/03/16 02:00,None,274.82,0,0,90,Mist,mist,280
10/03/16 04:00,None,274.35,0,0,90,Mist,mist,896
10/03/16 06:00,None,274.08,0,0,90,Mist,mist,5764
10/03/16 08:00,None,273.82,0,0,90,Mist,mist,6009
10/03/16 10:00,None,274.42,0,0,90,Clouds,overcast clouds,4489
10/03/16 12:00,None,275.65,0,0,90,Haze,haze,5247
10/03/16 13:00,None,277.22,0,0,1,Clear,sky is clear,5188
10/03/16 14:00,None,278.72,0,0,1,Clear,sky is clear,5640
10/03/16 16:00,None,280.15,0,0,1,Clear,sky is clear,6823
10/03/16 18:00,None,280.88,0,0,1,Clear,sky is clear,4794
10/03/16 20:00,None,275.65,0,0,5,Clear,sky is clear,2875
10/03/16 22:00,None,273.15,0,0,1,Clear,sky is clear,2754
10/03/16 23:00,None,271.93,0,0,1,Mist,mist,1210
11/03/16 00:00,None,271.75,0,0,1,Mist,mist,710
11/03/16 01:00,None,271.79,0,0,1,Mist,mist,441
11/03/16 03:00,None,270.82,0,0,1,Mist,mist,375
11/03/16 05:00,None,270.68,0,0,1,Mist,mist,2545
11/03/16 06:00,None,271.75,0,0,1,Mist,mist,5400
11/03/16 07:00,None,272.72,0,0,1,Mist,mist,6690
11/03/16 09:00,None,275.79,0,0,1,Mist,mist,4996
11/03/16 11:00,None,280.92,0,0,1,Clear,sky is clear,5434
11/03/16 12:00,None,285.79,0,0,1,Clear,sky is clear,5731
11/03/16 14:00,None,288.15,0,0,1,Clear,sky is clear,5835
11/03/16 16:00,None,290.58,0,0,1,Clear,sky is clear,6562
11/03/16 18:00,None,290.51,0,0,1,Clear,sky is clear,5074
11/03/16 20:00,None,287.15,0,0,5,Clear,sky is clear,3086
11/03/16 22:00,None,286.36,0,0,1,Clear,sky is clear,2694
11/03/16 23:00,None,285.65,0,0,1,Clear,sky is clear,2084
12/03/16 01:00,None,285.22,0,0,1,Clear,sky is clear,863
12/03/16 02:00,None,283.35,0,0,1,Clear,sky is clear,652
12/03/16 03:00,None,283.29,0,0,1,Clear,sky is clear,439
12/03/16 05:00,None,282.15,0,0,1,Clear,sky is clear,789
12/03/16 07:00,None,279.96,0,0,1,Clear,sky is clear,2444
12/03/16 08:00,None,283.64,0,0,5,Clear,sky is clear,3792
12/03/16 10:00,None,288.3,0,0,1,Clear,sky is clear,4679
12/03/16 12:00,None,290.93,0,0,1,Clear,sky is clear,5506
12/03/16 13:00,None,292.14,0,0,40,Clouds,scattered clouds,5126
12/03/16 14:00,None,292.62,0,0,1,Clear,sky is clear,5193
12/03/16 16:00,None,293.65,0,0,1,Clear,sky is clear,5361
12/03/16 18:00,None,291.15,0,0,75,Clouds,broken clouds,4836
12/03/16 20:00,None,286.82,0,0,1,Clear,sky is clear,3373
12/03/16 21:00,None,283.87,0,0,1,Clear,sky is clear,3261
12/03/16 22:00,None,282.75,0,0,1,Clear,sky is clear,3505
12/03/16 23:00,None,283.46,0,0,1,Clear,sky is clear,2421
13/03/16 00:00,None,282.5,0,0,1,Clear,sky is clear,1851
13/03/16 01:00,None,282.29,0,0,1,Clear,sky is clear,999
13/03/16 04:00,None,282.15,0,0,1,Drizzle,light intensity drizzle,451
13/03/16 05:00,None,282.15,0,0,1,Rain,moderate rain,469
13/03/16 05:00,None,282.15,0,0,1,Drizzle,light intensity drizzle,469
13/03/16 07:00,None,281.55,0,0,40,Rain,light rain,1091
13/03/16 07:00,None,281.55,0,0,40,Drizzle,light intensity drizzle,1091
13/03/16 08:00,None,281.62,0,0,75,Rain,light rain,1693
13/03/16 08:00,None,281.62,0,0,75,Mist,mist,1693
13/03/16 09:00,None,282.58,0,0,90,Rain,light rain,2401
13/03/16 10:00,None,283.61,0,0,90,Clouds,overcast clouds,3301
13/03/16 11:00,None,284.37,0,0,90,Clouds,overcast clouds,3608
13/03/16 12:00,None,284.93,0,0,90,Clouds,overcast clouds,4257
13/03/16 13:00,None,285.15,0,0,90,Clouds,overcast clouds,4647
13/03/16 15:00,None,285.28,0,0,90,Clouds,overcast clouds,4370
13/03/16 17:00,None,284.82,0,0,90,Clouds,overcast clouds,4218
13/03/16 19:00,None,284.62,0,0,90,Clouds,overcast clouds,3065
13/03/16 21:00,None,284.15,0,0,90,Drizzle,light intensity drizzle,2377
13/03/16 21:00,None,284.15,0,0,90,Rain,light rain,2377
13/03/16 22:00,None,283.72,0,0,75,Rain,light rain,1943
13/03/16 22:00,None,283.72,0,0,75,Fog,fog,1943
13/03/16 22:00,None,283.72,0,0,75,Mist,mist,1943
14/03/16 00:00,None,283.43,0,0,90,Mist,mist,676
14/03/16 00:00,None,283.43,0,0,90,Fog,fog,676
14/03/16 00:00,None,283.43,0,0,90,Drizzle,light intensity drizzle,676
14/03/16 02:00,None,283.08,0,0,90,Rain,light rain,351
14/03/16 02:00,None,283.08,0,0,90,Fog,fog,351
14/03/16 02:00,None,283.08,0,0,90,Mist,mist,351
14/03/16 02:00,None,283.08,0,0,90,Drizzle,drizzle,351
14/03/16 04:00,None,282.5,0,0,90,Drizzle,light intensity drizzle,942
14/03/16 04:00,None,282.5,0,0,90,Mist,mist,942
14/03/16 04:00,None,282.5,0,0,90,Fog,fog,942
14/03/16 04:00,None,282.5,0,0,90,Rain,moderate rain,942
14/03/16 05:00,None,282.22,0,0,90,Drizzle,drizzle,2776
14/03/16 05:00,None,282.22,0,0,90,Mist,mist,2776
14/03/16 05:00,None,282.22,0,0,90,Rain,light rain,2776
14/03/16 05:00,None,282.22,0,0,90,Fog,fog,2776
14/03/16 08:00,None,281.93,0,0,90,Mist,mist,5969
14/03/16 08:00,None,281.93,0,0,90,Fog,fog,5969
14/03/16 08:00,None,281.93,0,0,90,Drizzle,drizzle,5969
14/03/16 08:00,None,281.93,0,0,90,Rain,heavy intensity rain,5969
14/03/16 09:00,None,282.36,0,0,90,Mist,mist,4844
14/03/16 09:00,None,282.36,0,0,90,Fog,fog,4844
14/03/16 10:00,None,282.86,0,0,90,Mist,mist,4196
14/03/16 10:00,None,282.86,0,0,90,Fog,fog,4196
14/03/16 12:00,None,283.65,0,0,90,Mist,mist,4659
14/03/16 13:00,None,284.84,0,0,90,Mist,mist,4820
14/03/16 13:00,None,284.84,0,0,90,Haze,haze,4820
14/03/16 15:00,None,285.94,0,0,90,Haze,haze,5721
14/03/16 15:00,None,285.94,0,0,90,Mist,mist,5721
14/03/16 17:00,None,286.87,0,0,90,Haze,haze,6372
14/03/16 17:00,None,286.87,0,0,90,Mist,mist,6372
14/03/16 19:00,None,286.38,0,0,90,Haze,haze,3197
14/03/16 19:00,None,286.38,0,0,90,Mist,mist,3197
14/03/16 21:00,None,285.79,0,0,90,Mist,mist,2160
14/03/16 23:00,None,285.22,0,0,75,Mist,mist,1034
15/03/16 00:00,None,284.86,0,0,40,Mist,mist,598
15/03/16 01:00,None,284.93,0,0,1,Mist,mist,357
15/03/16 03:00,None,285.01,0,0,1,Mist,mist,335
15/03/16 05:00,None,285.08,0,0,90,Mist,mist,2683
15/03/16 05:00,None,285.08,0,0,90,Rain,heavy intensity rain,2683
15/03/16 06:00,None,284.86,0,0,90,Mist,mist,5375
15/03/16 06:00,None,284.86,0,0,90,Rain,moderate rain,5375
15/03/16 06:00,None,284.86,0,0,90,Drizzle,drizzle,5375
15/03/16 08:00,None,284.36,0,0,90,Rain,moderate rain,5771
15/03/16 08:00,None,284.36,0,0,90,Mist,mist,5771
15/03/16 08:00,None,284.36,0,0,90,Drizzle,drizzle,5771
15/03/16 09:00,None,284.36,0,0,90,Rain,moderate rain,5214
15/03/16 09:00,None,284.36,0,0,90,Mist,mist,5214
15/03/16 10:00,None,284.58,0,0,90,Mist,mist,4516
15/03/16 10:00,None,284.58,0,0,90,Rain,light rain,4516
15/03/16 10:00,None,284.58,0,0,90,Drizzle,light intensity drizzle,4516
15/03/16 11:00,None,284.48,0,0,90,Mist,mist,4584
15/03/16 11:00,None,284.48,0,0,90,Rain,light rain,4584
15/03/16 12:00,None,284.74,0,0,90,Rain,heavy intensity rain,5085
15/03/16 12:00,None,284.74,0,0,90,Drizzle,light intensity drizzle,5085
15/03/16 13:00,None,284.68,0,0,90,Drizzle,drizzle,5185
15/03/16 13:00,None,284.68,0,0,90,Rain,light rain,5185
15/03/16 16:00,None,284.8,0,0,90,Rain,moderate rain,6503
15/03/16 16:00,None,284.8,0,0,90,Mist,mist,6503
15/03/16 18:00,None,283.51,0,0,90,Rain,heavy intensity rain,4460
15/03/16 18:00,None,283.51,0,0,90,Mist,mist,4460
15/03/16 18:00,None,283.51,0,0,90,Drizzle,drizzle,4460
15/03/16 20:00,None,282.58,0,0,75,Rain,moderate rain,2831
15/03/16 20:00,None,282.58,0,0,75,Mist,mist,2831
15/03/16 21:00,None,282.01,0,0,90,Rain,moderate rain,2458
15/03/16 21:00,None,282.01,0,0,90,Drizzle,light intensity drizzle,2458
15/03/16 22:00,None,281.79,0,0,90,Rain,moderate rain,1776
15/03/16 22:00,None,281.79,0,0,90,Drizzle,drizzle,1776
15/03/16 23:00,None,281.22,0,0,90,Rain,moderate rain,1002
16/03/16 00:00,None,280.79,0,0,90,Rain,moderate rain,621
16/03/16 00:00,None,280.79,0,0,90,Drizzle,light intensity drizzle,621
16/03/16 01:00,None,280.36,0,0,90,Rain,light rain,400
16/03/16 01:00,None,280.36,0,0,90,Drizzle,light intensity drizzle,400
16/03/16 02:00,None,279.72,0,0,90,Rain,light rain,245
16/03/16 04:00,None,279.22,0,0,90,Rain,moderate rain,876
16/03/16 05:00,None,278.22,0,0,90,Rain,moderate rain,2704
16/03/16 05:00,None,278.22,0,0,90,Drizzle,light intensity drizzle,2704
16/03/16 06:00,None,278.29,0,0,75,Rain,moderate rain,5656
16/03/16 06:00,None,278.29,0,0,75,Drizzle,light intensity drizzle,5656
16/03/16 07:00,None,278.02,0,0,90,Rain,moderate rain,6712
16/03/16 09:00,None,277.66,0,0,90,Drizzle,drizzle,5422
16/03/16 10:00,None,278.43,0,0,90,Clouds,overcast clouds,4536
16/03/16 11:00,None,278.65,0,0,75,Clouds,broken clouds,4980
16/03/16 12:00,None,279.5,0,0,90,Clouds,overcast clouds,5059
16/03/16 13:00,None,280.8,0,0,75,Clouds,broken clouds,5170
16/03/16 16:00,None,280.44,0,0,90,Clouds,overcast clouds,6976
16/03/16 18:00,None,279.8,0,0,90,Clouds,overcast clouds,4827
16/03/16 20:00,None,279.29,0,0,90,Clouds,overcast clouds,3156
16/03/16 21:00,None,278.51,0,0,90,Clouds,overcast clouds,2722
16/03/16 22:00,None,278.5,0,0,1,Clear,sky is clear,1748
16/03/16 23:00,None,278.36,0,0,90,Rain,light rain,1144
17/03/16 00:00,None,278,0,0,90,Rain,light rain,634
17/03/16 00:00,None,278,0,0,90,Drizzle,drizzle,634
17/03/16 01:00,None,277.43,0,0,90,Rain,light rain,419
17/03/16 01:00,None,277.43,0,0,90,Drizzle,light intensity drizzle,419
17/03/16 02:00,None,276.49,0,0,90,Rain,moderate rain,267
17/03/16 02:00,None,276.49,0,0,90,Drizzle,light intensity drizzle,267
17/03/16 03:00,None,275.82,0,0,90,Snow,light snow,337
17/03/16 03:00,None,275.82,0,0,90,Rain,light rain,337
17/03/16 04:00,None,275.22,0,0,90,Rain,light rain,887
17/03/16 05:00,None,274.86,0,0,40,Snow,light snow,2651
17/03/16 05:00,None,274.86,0,0,40,Rain,light rain,2651
17/03/16 06:00,None,275.01,0,0,1,Clear,sky is clear,5580
17/03/16 07:00,None,274.61,0,0,1,Clear,sky is clear,6613
17/03/16 08:00,None,274.86,0,0,1,Clear,sky is clear,6104
17/03/16 09:00,None,276.22,0,0,90,Clouds,overcast clouds,5283
17/03/16 11:00,None,277.36,0,0,90,Clouds,overcast clouds,4942
17/03/16 12:00,None,277.38,0,0,90,Snow,light snow,5142
17/03/16 13:00,None,277.22,0,0,90,Snow,light snow,5501
17/03/16 13:00,None,277.22,0,0,90,Rain,moderate rain,5501
17/03/16 14:00,None,277.15,0,0,90,Clouds,overcast clouds,5948
17/03/16 16:00,None,276.94,0,0,90,Clouds,overcast clouds,6694
17/03/16 17:00,None,276.03,0,0,90,Clouds,overcast clouds,6253
17/03/16 18:00,None,276.07,0,0,90,Rain,light rain,4652
17/03/16 18:00,None,276.07,0,0,90,Snow,light snow,4652
17/03/16 19:00,None,275.58,0,0,90,Snow,light snow,3434
17/03/16 20:00,None,275.31,0,0,75,Snow,light snow,3239
17/03/16 21:00,None,275.15,0,0,90,Snow,light snow,2916
17/03/16 22:00,None,274.55,0,0,90,Snow,light snow,2574
17/03/16 23:00,None,274.08,0,0,90,Snow,light snow,1450
18/03/16 00:00,None,273.55,0,0,90,Snow,light snow,632
18/03/16 01:00,None,273.36,0,0,90,Clouds,overcast clouds,404
18/03/16 02:00,None,273.39,0,0,90,Rain,light rain,290
18/03/16 02:00,None,273.39,0,0,90,Snow,light snow,290
18/03/16 03:00,None,273.35,0,0,90,Clouds,overcast clouds,348
18/03/16 04:00,None,273.28,0,0,90,Clouds,overcast clouds,900
18/03/16 05:00,None,273.08,0,0,90,Clouds,overcast clouds,2577
18/03/16 06:00,None,272.95,0,0,90,Clouds,overcast clouds,5192
18/03/16 07:00,None,272.69,0,0,90,Clouds,overcast clouds,6111
18/03/16 08:00,None,272.51,0,0,90,Snow,light snow,5414
18/03/16 10:00,None,273.61,0,0,90,Mist,mist,4796
18/03/16 11:00,None,273.58,0,0,90,Mist,mist,5219
18/03/16 12:00,None,274.15,0,0,36,Snow,light snow,5695
18/03/16 13:00,None,274.49,0,0,90,Snow,light snow,5490
18/03/16 15:00,None,274.69,0,0,90,Snow,light snow,6218
18/03/16 17:00,None,274.75,0,0,90,Rain,light rain,5954
18/03/16 17:00,None,274.75,0,0,90,Snow,light snow,5954
18/03/16 18:00,None,274.37,0,0,90,Snow,light snow,4836
18/03/16 18:00,None,274.37,0,0,90,Rain,moderate rain,4836
18/03/16 21:00,None,273.58,0,0,90,Snow,light snow,2913
18/03/16 21:00,None,273.58,0,0,90,Mist,mist,2913
18/03/16 22:00,None,272.8,0,0,90,Snow,light snow,3203
18/03/16 23:00,None,272.44,0,0,90,Snow,light snow,1774
18/03/16 23:00,None,272.44,0,0,90,Mist,mist,1774
19/03/16 00:00,None,271.51,0,0,90,Snow,light snow,1155
19/03/16 00:00,None,271.51,0,0,90,Mist,mist,1155
19/03/16 01:00,None,271.22,0,0,90,Snow,light snow,669
19/03/16 01:00,None,271.22,0,0,90,Mist,mist,669
19/03/16 02:00,None,271.15,0,0,90,Snow,light snow,586
19/03/16 03:00,None,270.68,0,0,90,Snow,light snow,385
19/03/16 04:00,None,270.55,0,0,90,Snow,light snow,360
19/03/16 04:00,None,270.55,0,0,90,Mist,mist,360
19/03/16 05:00,None,270.37,0,0,90,Mist,mist,689
19/03/16 05:00,None,270.37,0,0,90,Snow,light snow,689
19/03/16 07:00,None,270.62,0,0,90,Snow,light snow,1941
19/03/16 07:00,None,270.62,0,0,90,Mist,mist,1941
19/03/16 08:00,None,270.79,0,0,90,Snow,light snow,3125
19/03/16 09:00,None,271.35,0,0,90,Snow,light snow,3637
19/03/16 10:00,None,271.95,0,0,90,Snow,light snow,4302
19/03/16 11:00,None,272.55,0,0,90,Snow,light snow,4717
19/03/16 12:00,None,273.95,0,0,90,Snow,light snow,5108
19/03/16 13:00,None,274.82,0,0,90,Clouds,overcast clouds,4806
19/03/16 14:00,None,276.02,0,0,90,Clouds,overcast clouds,4793
19/03/16 16:00,None,276.82,0,0,90,Clouds,overcast clouds,6371
19/03/16 18:00,None,277.44,0,0,75,Clouds,broken clouds,4256
19/03/16 19:00,None,276.22,0,0,90,Clouds,overcast clouds,3626
19/03/16 23:00,None,273.51,0,0,1,Clear,sky is clear,2021
20/03/16 02:00,None,271.41,0,0,90,Clouds,overcast clouds,975
20/03/16 05:00,None,269.79,0,0,1,Clear,sky is clear,606
20/03/16 06:00,None,270.22,0,0,1,Clear,sky is clear,943
20/03/16 08:00,None,269.94,0,0,1,Clear,sky is clear,2093
20/03/16 09:00,None,273.01,0,0,1,Clear,sky is clear,2858
20/03/16 10:00,None,274.58,0,0,1,Clear,sky is clear,3608
20/03/16 11:00,None,275.95,0,0,90,Clouds,overcast clouds,3917
20/03/16 13:00,None,277.07,0,0,75,Clouds,broken clouds,4757
20/03/16 14:00,None,277.95,0,0,75,Clouds,broken clouds,4760
20/03/16 17:00,None,278.68,0,0,40,Clouds,scattered clouds,4356
20/03/16 19:00,None,278.15,0,0,1,Clear,sky is clear,3470
20/03/16 20:00,None,275.58,0,0,1,Clear,sky is clear,2721
20/03/16 21:00,None,274.41,0,0,1,Clear,sky is clear,2040
20/03/16 23:00,None,273.79,0,0,1,Clear,sky is clear,992
21/03/16 00:00,None,272.62,0,0,1,Clear,sky is clear,591
21/03/16 01:00,None,271.95,0,0,1,Clear,sky is clear,353
21/03/16 02:00,None,271.35,0,0,1,Clear,sky is clear,304
21/03/16 03:00,None,270.95,0,0,1,Clear,sky is clear,318
21/03/16 04:00,None,270.68,0,0,1,Clear,sky is clear,858
21/03/16 06:00,None,269.62,0,0,1,Clear,sky is clear,5468
21/03/16 07:00,None,269.22,0,0,1,Clear,sky is clear,6536
21/03/16 08:00,None,271.15,0,0,1,Clear,sky is clear,5884
21/03/16 10:00,None,275.69,0,0,1,Clear,sky is clear,4258
21/03/16 11:00,None,276.94,0,0,1,Clear,sky is clear,4535
21/03/16 13:00,None,278.84,0,0,90,Clouds,overcast clouds,4843
21/03/16 14:00,None,281.51,0,0,90,Clouds,overcast clouds,5260
21/03/16 15:00,None,282.43,0,0,1,Clear,sky is clear,5832
21/03/16 17:00,None,283.51,0,0,1,Clear,sky is clear,6321
21/03/16 19:00,None,283.44,0,0,1,Clear,sky is clear,3282
21/03/16 21:00,None,281.46,0,0,75,Clouds,broken clouds,2178
21/03/16 22:00,None,279.55,0,0,1,Clear,sky is clear,1520
21/03/16 23:00,None,279.15,0,0,1,Clear,sky is clear,951
22/03/16 00:00,None,278.58,0,0,1,Clear,sky is clear,536
22/03/16 01:00,None,278.22,0,0,1,Clear,sky is clear,383
22/03/16 02:00,None,278.29,0,0,1,Clear,sky is clear,288
22/03/16 04:00,None,277.48,0,0,40,Clouds,scattered clouds,884
22/03/16 06:00,None,276.93,0,0,1,Clear,sky is clear,5649
22/03/16 08:00,None,276.15,0,0,1,Clear,sky is clear,6137
22/03/16 09:00,None,278.08,0,0,40,Clouds,scattered clouds,5252
22/03/16 10:00,None,278.16,0,0,40,Clouds,scattered clouds,4609
22/03/16 11:00,None,281.15,0,0,1,Clear,sky is clear,4952
22/03/16 12:00,None,282.94,0,0,1,Clear,sky is clear,5061
22/03/16 13:00,None,283.94,0,0,1,Clear,sky is clear,5165
22/03/16 15:00,None,284.3,0,0,90,Clouds,overcast clouds,5882
22/03/16 17:00,None,284.3,0,0,1,Clear,sky is clear,6328
22/03/16 19:00,None,280.94,0,0,1,Clear,sky is clear,3456
22/03/16 20:00,None,276.63,0,0,40,Clouds,scattered clouds,2993
22/03/16 23:00,None,274.94,0,0,1,Clear,sky is clear,1279
23/03/16 00:00,None,274.01,0,0,1,Clear,sky is clear,723
23/03/16 01:00,None,273.88,0,0,90,Clouds,overcast clouds,431
23/03/16 02:00,None,274.02,0,0,90,Clouds,overcast clouds,349
23/03/16 04:00,None,274.3,0,0,90,Clouds,overcast clouds,990
23/03/16 05:00,None,273.95,0,0,75,Clouds,broken clouds,2844
23/03/16 06:00,None,273.65,0,0,90,Clouds,overcast clouds,5544
23/03/16 07:00,None,273.73,0,0,90,Clouds,overcast clouds,6945
23/03/16 09:00,None,273.94,0,0,90,Clouds,overcast clouds,5117
23/03/16 10:00,None,274.62,0,0,90,Snow,light snow,4504
23/03/16 11:00,None,274.46,0,0,90,Snow,snow,4725
23/03/16 12:00,None,274.5,0,0,90,Snow,light snow,4819
